name,pid,memory_usage,status
com.apple.WebKit.Networking,82813,5636096,running
python,84762,131072,running
python3.9,84764,18505728,running
zsh,84823,163840,running
zsh,84824,163840,running
zsh,84825,163840,running
trustd,85226,10551296,running
Google Chrome Helper,85411,7094272,running
TV,86917,27951104,running
AMPLibraryAgent,86922,7585792,running
System Preferences,86985,7536640,running
studentd,86993,9437184,running
AccountProfileRemoteViewService,86998,7831552,running
AvatarPickerMemojiPicker,87002,11681792,running
com.apple.preferences.Bluetooth.remoteservice,87010,7372800,running
loginwindow,363,11468800,running
distnoted,513,3653632,running
cfprefsd,514,3555328,running
UserEventAgent,531,4931584,running
lsd,536,8962048,running
nsurlsessiond,540,9961472,running
usernoted,541,7897088,running
rapportd,543,6291456,running
lockoutagent,545,4718592,running
secd,548,9158656,running
backgroundtaskmanagementagent,551,3506176,running
sharedfilelistd,552,5898240,running
NotificationCenter,559,13631488,running
identityservicesd,563,14696448,running
itunescloudd,564,7012352,running
Microsoft Word,572,39354368,running
bird,575,12091392,running
coreauthd,584,5439488,running
sharingd,585,19267584,running
pboard,586,4866048,running
cloudd,589,24264704,running
Messages,597,30031872,running
Preview,600,46858240,running
Google Chrome,601,46841856,running
Microsoft PowerPoint,607,30556160,running
Music,608,0,stopped
Terminal,609,12468224,running
Xcode,611,24805376,running
Microsoft Excel,612,52772864,running
Mail,614,11649024,running
App Store,615,0,stopped
spindump_agent,616,1687552,running
Calendar,617,9601024,running
Notes,618,0,stopped
Dock,620,14598144,running
ControlCenter,621,23429120,running
SystemUIServer,623,6946816,running
Finder,624,40173568,running
Spotlight,627,14893056,running
fontd,628,7651328,running
com.apple.Safari.History,631,4882432,running
fontworker,632,2195456,running
CalendarAgent,633,10584064,running
AMPDeviceDiscoveryAgent,635,3178496,running
useractivityd,641,9240576,running
com.apple.dock.extra,645,6373376,running
commerce,650,6602752,running
familycircled,651,7143424,running
avconferenced,654,5193728,running
UIKitSystem,656,5685248,running
imagent,659,12681216,running
imklaunchagent,662,4276224,running
PasswordBreachAgent,664,5406720,running
WiFiAgent,666,5046272,running
corespotlightd,671,22642688,running
mdwrite,680,2637824,running
passd,682,5292032,running
PAH_Extension,687,7651328,running
icdd,696,3309568,running
mediaremoteagent,734,2015232,running
mdbulkimport,742,7766016,running
com.apple.WebKit.WebContent,751,6029312,running
com.apple.WebKit.Networking,753,5586944,running
com.apple.CoreSimulator.CoreSimulatorService,808,2867200,running
SimLaunchHost.arm64,810,376832,running
SimulatorTrampoline,812,2555904,running
corespeechd,818,3719168,running
AirPlayUIAgent,835,4063232,running
cloudpaird,837,6373376,running
diagnostics_agent,838,5095424,running
TextInputMenuAgent,839,8617984,running
ctkahp,843,2162688,running
com.apple.WebKit.WebContent,854,9371648,running
com.apple.WebKit.Networking,856,6307840,running
com.apple.dt.SKAgent,874,3670016,running
XCBBuildService,876,1556480,running
GPUToolsAgent,879,1490944,running
storeaccountd,1007,4390912,running
chrome_crashpad_handler,1181,737280,running
Google Chrome Helper (GPU),1188,21905408,running
Google Chrome Helper,1190,12812288,running
Google Chrome Helper,1192,5750784,running
com.apple.speech.speechsynthesisd,1333,1064960,running
Microsoft Update Assistant,1649,3620864,running
callservicesd,2406,11960320,running
accountsd,5704,14614528,running
Teams,7262,46202880,running
chrome_crashpad_handler,7335,770048,running
Microsoft Teams Helper (GPU),7336,15826944,running
Microsoft Teams Helper,7338,14139392,running
Microsoft Teams Helper (Renderer),7341,9895936,running
Microsoft Teams Helper,7342,6275072,running
parsecd,14319,10616832,running
ControlCenterHelper,18017,6324224,running
CommCenter,19187,6799360,running
Safari,32911,118931456,running
com.apple.WebKit.Networking,32913,58097664,running
com.apple.WebKit.GPU,32972,40321024,running
OneDrive,34865,16809984,running
com.apple.Safari.SearchHelper,35180,9961472,running
Numbers,35276,15499264,running
tccd,38583,10633216,running
Microsoft Teams Helper (Renderer),39243,76005376,running
Microsoft Teams Helper (Renderer),39249,33767424,running
Microsoft Teams Helper (Renderer),39250,24133632,running
zsh,44488,704512,running
bash,44500,671744,running
python3.7,44502,7299072,running
python3.7,44513,4612096,running
python3.7,44583,4628480,running
com.apple.WebKit.WebContent,49014,19365888,running
contentlinkingd,49118,6619136,running
siriactionsd,49134,12992512,running
reversetemplated,49601,7815168,running
BiomeAgent,49776,3244032,running
containermanagerd,49779,6881280,running
AudioComponentRegistrar,49780,4128768,running
dmd,49800,7487488,running
akd,49829,11206656,running
SafariBookmarksSyncAgent,50037,15122432,running
ContextService,50420,7127040,running
zoom.us,50503,28438528,running
universalAccessAuthWarn,50508,11223040,running
caphost,50513,4419584,running
com.apple.SafariPlatformSupport.Helper,50516,16875520,running
com.apple.WebKit.WebContent,50517,14942208,running
translationd,50518,19202048,running
com.apple.WebKit.WebContent,50582,27213824,running
com.apple.WebKit.WebContent,50758,347865088,running
WiFiVelocityAgent,51058,3473408,running
com.apple.WebKit.WebContent,51096,29360128,running
zsh,51107,704512,running
bash,51117,671744,running
python3.7,51119,11145216,running
com.apple.WebKit.WebContent,51128,66322432,running
com.apple.WebKit.WebContent,51131,46071808,running
python3.7,51137,4755456,running
com.apple.WebKit.WebContent,51139,43253760,running
python3.7,51149,6082560,running
com.apple.hiservices-xpcservice,51160,2834432,running
python3.7,51165,8589312,running
syncdefaultsd,51172,10469376,running
cdpd,51177,4702208,running
vcxpc,51182,5308416,running
Siri,51188,14630912,running
swcd,51192,7962624,running
AppleSpell,51198,30572544,running
keyboardservicesd,51199,8716288,running
contactsd,51200,8060928,running
proactiveeventtrackerd,51201,3915776,running
SidecarRelay,51202,4882432,running
pkd,51205,13582336,running
com.apple.accessibility.mediaaccessibilityd,51206,2342912,running
UniversalControl,51207,16105472,running
Keychain Circle Notification,51208,14712832,running
StatusKitAgent,51209,7585792,running
AssetCacheLocatorService,51212,6012928,running
ContextStoreAgent,51217,12124160,running
ScreenTimeAgent,51218,16302080,running
secinitd,51219,3555328,running
sociallayerd,51226,16220160,running
ImageIOXPCService,51227,4243456,running
triald,51229,6897664,running
networkserviceproxy,51230,13680640,running
com.apple.WebKit.WebContent,51231,45826048,running
com.apple.geod,51233,11812864,running
neagent,51234,10764288,running
ctkd,51246,7290880,running
BTLEServerAgent,51255,4096000,running
assistantd,51256,22528000,running
SiriNCService,51257,15106048,running
com.apple.siri.embeddedspeech,51258,8585216,running
homed,51259,18759680,running
siriknowledged,51260,9060352,running
assistant_service,51266,20955136,running
